fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,wine_type,target
11.193384479198754,0.6765611318761778,0.8968051979983308,62.097788053031,0.5736364515638107,170.39044400480637,182.34256169611706,1.0222194417690325,3.177194521242899,1.1751110396725537,11.75292576471649,0.2706139212727652,0
12.541564929099682,0.7510390801172053,1.3922727453335881,32.891080312788496,0.061630098325802775,278.47142112038415,106.47555284202947,1.0225125077511035,2.8817132618927976,0.5058153915896207,13.071446169648372,0.9664908909828702,0
7.707802857623457,1.389942990279927,1.2257076406803642,58.772267833649344,0.4066348426333792,224.99954648286814,351.61213671330756,1.003399742252653,3.046423314597874,1.047733388387124,13.35801761093407,0.5726514544839689,2
8.177642733030002,0.6070359642601949,0.42931841726923364,33.13707888277865,0.386064546361907,126.82160425747752,81.25405996138925,0.996263851258744,3.3638702899589625,0.5069362061986394,10.732531761473455,0.4564769357559374,1
6.5619850936353625,0.17773639793271073,0.7889137623781388,64.8618077660071,0.3174425644002271,252.62837255746268,253.43610424310833,0.9881768770975231,3.464708614830593,0.9294427802658273,8.457328140044703,0.5426726962705486,1
7.353939961304835,0.7440088352748842,0.39069728174930923,51.92469225222535,0.392420656463888,241.33901159744832,28.27113606825218,0.9882858404188172,3.7983903804502797,0.7142255581012371,9.833882633941963,0.7502580974672262,1
11.434811098639303,1.5776886890145616,0.936622166524717,54.73622556441211,0.553508805728824,157.83140661087472,42.266265408646035,1.0322590295680825,3.05957291541356,1.4366557490514948,8.860624952355847,0.11039961288240496,2
4.9144697733354095,0.6496592940092267,0.9421036218340807,12.755346211948323,0.46438998291573236,102.1745748942832,11.14773107537571,1.0135071936528945,3.7361440061783604,1.0639129001010073,13.217757534767664,0.2554424685693142,0
9.047784189422291,0.36958207503361357,0.13797905773385033,0.892599803442131,0.3975754516964574,105.41781133651236,263.325648363397,1.0040281571310061,3.98696763144102,0.4174643311312698,13.713594857922025,0.691822383284146,1
9.01343943628869,0.14769520489671045,1.0504756645585396,33.522759319869,0.2665030225133682,159.6881347868089,242.7220126149124,1.0344246068899428,3.9215017995924013,0.8221375148095229,14.21556861982021,0.04608326176563726,1
9.773589681568705,0.33645332390804206,0.1610703096132052,64.67886794595134,0.15470516091296954,252.29348334211218,219.44435214655476,1.0351916782494337,2.9070341076992667,1.488185702813705,14.033315567774675,0.85507954228004,1
8.95254651257952,0.5660966065542796,0.046321537059184154,63.6652402082089,0.13174079728095595,123.03654820391291,135.94887489104315,1.0149565748579303,3.2887978271789824,0.360772718013874,10.04416771573852,0.6075352049860583,2
7.57836079796683,0.9414175031931374,1.4195150201900708,40.64489924245761,0.1396333820929907,32.213223091797474,236.04275648678,1.0156862571981622,3.5729374213518112,0.7436746975162248,11.44392910457212,0.9326182222014184,1
8.95885081424998,1.0783826236344252,0.41242228121314883,12.639539743583532,0.5292520151424289,94.6607880963387,217.79450921584115,1.0199649914386555,2.8304945522123637,0.4914521609032445,11.78868718225022,0.408838954628986,1
14.610008873717334,0.14422838629281742,0.7720665045379752,1.1851695887131557,0.08113432237696852,3.9321739758452416,288.6897408565974,1.0233165159804543,3.247670091441351,1.8445085408437167,12.99784180194208,0.74639001836317,0
15.224336220266945,1.4842701547907544,1.557015102984759,32.971344012948386,0.07881514641951652,253.84443827148596,149.07914671371194,1.004462014200589,3.8923592866731225,0.8521404871041425,13.310569342731377,0.48440429960013365,0
9.872223778200473,0.43345751729187787,1.0381863144600403,20.287025768262176,0.021814600314796186,72.15422482353975,106.17800482830683,1.0255382436532965,3.826391340629235,1.0667186109427256,11.023345512693046,0.9438171879012074,2
11.349830716684547,0.3035930115026457,0.6185256970799639,22.558656379161107,0.4463292884616975,277.1045929125351,321.11940932541216,0.9881263961387835,2.8006569171385767,0.8704940723335379,9.96116911521036,0.8797136053866684,0
5.198982580459479,0.8762441510934343,1.4140569606636777,54.92934099666283,0.012216768972933098,110.15916031504361,308.78479994150734,1.029074960454727,3.7201971618152174,0.7070157918629398,9.885590894552278,0.16656641719964438,1
7.6391543300258835,1.096378728506445,0.3561938311981686,6.425245018895275,0.562889126248896,154.4303335262966,72.77062037001258,1.0221672517161988,3.7214458973541236,1.9202111822241974,11.791719364768875,0.271484474911322,2
8.819397164638945,0.5408791840398469,0.8105155659499758,6.513651212552306,0.5936952895572877,220.0647292598468,320.44011701411017,1.0322412930005995,2.8295019338758824,1.6157595294766267,13.177445139400229,0.20965412050556287,0
14.282340810388728,1.0841618281170349,0.9391263174673152,29.46004997283325,0.1499097229159,12.676711076065398,291.830888205213,1.0193075786674552,3.571298387175996,0.3935373912774984,14.735210612769471,0.4226968029680801,0
6.830509921297731,0.5214407795222357,0.9724717463682848,27.55614241668472,0.03356344291329487,119.34403874232773,399.274793915141,1.0182050866176224,3.7033164149610553,1.4723582167001827,11.958611160912687,0.06355952195960646,0
9.644714597578723,1.4332572802418084,0.029066387587337678,4.76525067497471,0.5892161020613932,116.5268587031158,314.0516143215346,0.9991284721681929,2.997460918549145,1.0078068030098082,9.423113425948022,0.0678403853532572,0
15.725273405889531,1.4010421057568512,0.6257659989549952,36.16662466721189,0.1349671679366814,12.021353700334704,417.717701839472,1.0087156701014863,3.673027056627513,0.650986310053642,13.668518086365282,0.6529312775375087,0
10.085769943043694,0.18679156511152673,0.8547220407353612,28.76833913049733,0.3316424845492967,202.75399231893257,332.7987655254126,1.0277295622864475,3.8384033200070737,1.7267893209299006,12.384775383027488,0.3693680143869693,1
11.21602376173191,0.30560378029405944,0.7600263613142393,65.34735956765496,0.399672267193593,219.61347639804762,41.15740080283795,1.0134707853405769,3.423072491367545,1.8204526731349495,10.395885235209947,0.8772380361938444,1
5.259606858482917,1.1270880292208303,1.364425314004247,4.908826366580505,0.3657986756341681,172.24916517965977,365.0674695882187,1.0256069101103584,2.9643295057076204,1.7255245475101568,14.17903857227276,0.5614299951226629,2
13.798723686132682,0.08018015223346235,1.2000822716785653,8.255758974316716,0.518275100247666,123.66404198101314,109.84550756545242,1.037969376263586,3.929867016281989,1.9365541951952534,12.281783969409592,0.8357195356464553,2
11.097027553772222,1.3127204225400646,1.5473908953404945,10.92922608932862,0.30027854983788116,57.33573558498866,305.95390757221674,1.0106847124547487,3.317383265948218,1.5724200449020014,12.395972459393633,0.05095859402094449,1
10.395322878244226,0.6143597186979298,0.37147611200402786,21.780929204590628,0.32331408807875145,56.86135494983681,233.11455219558567,0.9978571316199647,3.7000525468639163,1.2027991698552252,8.907730434065167,0.661588520816883,0
7.947442388669132,1.196929842131751,0.2593197176066632,43.925199157319454,0.610397617122745,194.23528711027294,374.0999304541264,1.0101542334495155,3.767861355004623,0.4659995020447326,13.416954994990714,0.035051260607455226,1
7.479861547228928,0.14635581028174227,0.3373435644382561,63.61614614971196,0.3465679961537414,141.02520159092674,49.082496362406694,1.004576914059551,3.5916584258148347,1.3241306903537693,14.382129827783077,0.8813163810903072,0
8.845968753398889,0.3938966440971087,1.0895873329305301,59.78150409436557,0.1280453632537215,188.73603996719362,297.3827998353558,0.9980882043784294,2.9327717112988627,0.23874621750577246,14.520299400835063,0.3531747866679522,2
12.043739266092839,0.18620776939279793,0.4177956034754348,29.425223894884176,0.10997321556776897,265.39274586863934,151.87702622452855,1.0384299628395803,3.9128985783998296,1.1212705770694238,8.016588487088317,0.5715451141282315,0
14.393027785721618,0.34973569265677895,1.1031850390257827,5.224192104739369,0.5313424270833662,184.41715309960065,135.21980125471254,1.0105589734754086,3.8124918718519765,1.915052430493556,11.009492826442294,0.8337714516218182,2
9.976110283483935,0.656631848412175,1.1343641942510394,42.6499925365282,0.22557938214298873,19.76079762001179,85.83964778975977,1.0379710566523908,3.485545572539891,1.4898805177265944,10.390939008091673,0.7359750812286069,1
11.898696773843497,0.8173277165059306,0.1350017311893109,27.832619689248,0.5791224226164681,193.34379493095955,163.80139440441948,1.0239155152575365,3.444593826703813,1.1231405553692795,9.758822628598955,0.7436258244885464,0
10.889832286002775,1.4541370402128884,1.2284173059069063,2.121675651095669,0.4939414847114654,6.761743100433534,7.426685268796702,1.0069086136715473,3.1603376175695086,0.5792784729073217,8.479459264733958,0.008953796251432,1
11.36133237535676,1.0207610299790426,0.5211809865263446,53.892809869003095,0.5776700770787162,275.61838725499035,340.40577118382816,0.9871254307523787,3.9090910678835336,1.3511057644603268,10.460734620360519,0.5864564756403299,1
11.96373751695268,1.1397197209719228,0.3670598820243466,35.10746356571928,0.3471157157872797,77.0669819074273,215.43209802340334,1.0075544444631148,3.4230256733269755,1.3707552705155646,12.348319196574867,0.9017187469879857,2
13.992343495205112,0.20316601500881504,0.4296278283519874,29.149238665557917,0.034219467657277125,156.58213648151434,327.52913489741917,1.003261408784989,3.431073242035348,1.1011681791219938,14.532348700580775,0.5027938551962032,0
4.806659358822509,0.5101806322001352,1.4878526725279397,47.781653427633444,0.5212257946787506,175.22526419127126,135.41575321422283,1.0109040960642701,3.532092749551503,0.9719184481071854,10.062217613399909,0.5514163185048108,1
13.040562381464394,1.567597869429631,1.004477391211396,56.55324363101072,0.3578787807558991,63.383250750546026,313.6189487987474,1.0166831075214176,3.237539750294758,0.2780601843072174,10.405860030764604,0.04800956770659304,2
6.748363131896175,0.920633452466287,1.078523817653175,61.381647998146825,0.5313960134720901,39.70366873171491,296.73574439998475,1.0196721138773222,3.154203428064271,1.9671680819015793,12.050106823188491,0.07181274030021301,1
6.150097823003128,1.2617261501007544,0.36042533132040927,22.221787961704514,0.1801171878521926,233.08774031384394,356.4023101276592,0.9939655524760616,3.7237876604777123,0.6686624069014979,13.545964573794045,0.5000979593162789,0
10.726729185646825,0.1287236990096099,0.5975387493675044,12.585432408835603,0.5249335282599982,200.42228744627943,124.45174267448431,1.0192265947313937,3.7019101936540375,0.40369627391821317,13.617931952981579,0.3093585677225703,1
4.958121451009884,0.20611432119990375,1.34540181630618,22.13611263879263,0.12975353937052467,177.19574487610797,427.365112067208,1.0153373937614116,3.487687859053927,0.5401450544582086,11.77256168576134,0.07770012244639057,0
14.512454597929189,0.24384979715251331,0.564690881898086,64.25509589347645,0.17883672887962715,50.58891813155184,234.31629148014144,0.9936763406178243,3.589047791039221,1.149538506031959,10.766833390446315,0.1337305450990377,1
11.389712561820353,0.10292876650816284,1.349000094396208,7.0208150955686754,0.09619686655767289,218.64418041568592,143.64881527166486,0.9977344884896459,3.5052336031703293,0.5218247520745162,10.958294038213813,0.09150188015420535,0
12.553337934098455,1.4629684529860008,0.3319747931109887,62.55876376029185,0.09235681952952701,187.23732542199096,205.79011336249076,1.014656176694676,3.3214504596759244,0.4858200072502311,12.985217118426977,0.6079804327541687,2
3.9951634010097035,0.4604529292596774,1.2157435040934035,40.92403113411194,0.071627401535844,168.4768712852016,400.867520921704,1.021377699392801,3.7813553431544262,0.9561962854681212,14.688405481408829,0.45848031512541954,0
10.992625741285014,1.5748536966974591,0.19390623665113696,1.2312529921114863,0.3310876172722101,132.74421304475766,268.03516509208487,0.9958961737334493,2.9255804943439445,1.3242624458850327,14.49323271718388,0.749242196083828,1
10.537100827970894,1.187194775813539,1.3651597128818207,56.616311617321664,0.4157365323632056,48.317427108218595,285.8016277251926,1.0215154335080372,3.7440132183267028,0.7209851240722347,11.638427065565661,0.5626194606221753,2
5.723411694151145,0.45591618517414334,1.1167019428349956,45.01312290698885,0.13632583657197758,55.53005572334791,380.2245037734564,1.0033669176339475,3.0450818972651663,1.126321016918787,13.09900393411395,0.12586940019494575,0
5.652153233009755,1.5677069535275534,1.5891475467434548,10.029622443088675,0.5598001332849432,239.51751600400536,57.80809013462892,1.0301387341700103,2.8627058401970054,0.9521936889852515,11.28421818760282,0.9452410047180551,0
12.215907298128023,1.3828007862883331,0.04900671643990972,22.856073549300568,0.06888052603049545,64.59626344203826,144.5813424599447,1.0072596260046034,3.9340811926084713,1.638097585000343,10.32479006733717,0.6459888877677156,0
7.6570737592207045,0.3274970081314763,0.2188827303165476,57.51195688421504,0.074661164253836,262.7084458997563,333.48079482379524,1.02932729554202,3.515509229977156,0.3829492562910048,12.783952754179477,0.47802431965644177,1
12.17284057593502,0.3579828668881228,0.045275866204092345,48.107077908038164,0.5410891801770582,44.94403858596545,323.01836728030946,0.9992742050518104,3.5242901293761326,1.5650931124684917,14.159538573579987,0.4294391609339333,1
10.508037321585043,1.1002792122009732,0.027805451674576563,21.376431024096366,0.42646311076751015,193.21727682733967,433.94547903557884,1.025409230697498,3.901544055961746,1.1977071369852281,11.209835657793375,0.7849544154357838,1
8.50630194689005,0.19742036839140525,1.4044475966521652,52.38276787780078,0.11903558965851256,119.27992531316244,191.34217785637384,1.0148351556801183,3.0179094370019826,0.5755727204856835,13.875965690193997,0.06543982344352739,0
14.994103124329232,0.9567872935904033,1.0481656160149146,17.213332947900646,0.6022211729223191,180.9287218231028,33.81317478578242,1.0205968800055079,3.3879141232330983,0.4488438755968519,12.063382145569395,0.8259456924253393,1
13.984206962643867,0.17990438697357308,1.0686481535236922,36.42204834297356,0.028809856038856677,13.774681389930024,294.9156100719319,1.010681342125483,4.009206414988943,1.318765510568865,10.572640731031935,0.6085085615076361,1
8.124510556866433,0.4119464094033058,0.6243719501936711,61.46852569982332,0.07432294125198236,103.47437293368617,312.2411806290471,1.0382333300518998,3.2212591157283543,0.4141415909321876,8.998274458810414,0.10952395230722756,1
4.327456711968391,1.502659929988329,0.0884745566900834,29.041559247327736,0.1787977231821818,55.8878212283462,276.9630094057157,1.023159347312046,3.8915144308801803,1.6523729701506833,8.476656899323396,0.6452789601118015,0
7.4876936882742795,0.8278574560240467,0.7157707712468475,36.86735082201946,0.45118625381332,34.678713211498504,253.47736907223262,1.00727149329277,3.617367044071067,1.3039627275979515,14.72751738558797,0.8904025765273108,1
8.61804675120757,0.9405694542708477,0.26122938240888033,51.20791337422584,0.4392794584133997,9.42726645114157,126.60883619437087,1.0255356625807874,3.5584297570351984,1.4462453600797665,8.54392669204801,0.4412088430304425,1
12.330001848461485,0.48452491679040255,1.5514281002484653,13.883657938265245,0.4889644178087295,12.618654282341375,148.1799794770553,1.02524017041609,2.9189217295703482,1.3162763682612895,14.834102856410265,0.7607706434018005,1
15.843837632611613,0.7400924677413653,1.4583846836182734,29.878621478025448,0.33718650998657285,203.37482946380948,415.40505389753235,0.993465883332144,3.7183263483748155,1.827510367136194,12.845183012957683,0.7720040916561878,0
8.106569875181261,0.2795036091088621,0.4995258412709678,60.5875476129104,0.36993510637925636,144.2550028021152,292.54852546372507,0.9991182363614497,2.8400649753289793,0.2950126466963858,12.465980194289243,0.6347373938065407,0
13.026828546803749,0.8549244654546254,0.028763756060014266,43.10017583157881,0.21675371571264196,92.75049217312605,184.02987544376688,1.0239938441361411,2.9592848830872516,1.2355630244675542,11.294905428265151,0.615785962225635,0
10.977440690402876,0.1609336891998569,0.03473658233146081,46.33002930700533,0.24024345864800908,26.206284442706554,323.20515657717857,1.006182092809884,3.76561843041837,1.5093015319813579,14.54968960810039,0.3357617376089821,0
12.169591764272145,0.1523740528455047,0.8778724102585432,63.338306427867884,0.0671086412811181,51.04335134798593,212.81754343014256,1.0082021760821005,3.3648064756579767,0.7250414391289359,11.95090561961998,0.21973976207090518,0
5.628642173411771,1.0994716094104213,1.366437025615822,38.9965486206588,0.08041294972850903,78.98473545695575,234.91464614421548,1.0128540398869708,3.3900176952750742,1.0507772387758991,10.939528591743269,0.35956054169217877,1
8.626403141986493,0.1624724157157863,0.568255405085522,57.35904582537285,0.4286769972595784,141.13414764250766,401.0364352652445,1.0274948970072415,3.4298811352882463,0.46767265104547995,11.20860651653077,0.6162647859494974,1
6.714356362455856,0.8619257684286655,1.0913588872161697,65.30622998813891,0.023951742857676234,270.76681311481946,380.18753676302555,1.0112193493019055,2.9767464070148506,0.9728563940346154,13.66826248917882,0.6930415205417079,2
7.955817769984732,0.4790397412358064,1.4242511419075836,44.69223913718196,0.2814168226091235,98.80103326264226,78.44998315069259,1.001521201694063,3.0400033871505423,0.5379748178383171,14.039233945605751,0.01024765511193515,2
10.008850665807927,0.36154091451059867,1.0561298609478995,45.2476244205653,0.4076218793291313,103.75933891502756,288.32611818975823,1.0223486011911207,3.880958000105068,1.709093693713689,12.172156826098178,0.31328032637753533,1
11.86615705698527,0.9399783350819705,0.01017524463673049,12.403106978393124,0.29943813225913685,206.52661851678027,412.65241756010494,1.0319463431094684,3.4076720316849483,0.6355558661650385,8.109962628048175,0.6235260067575005,2
5.081492669187448,0.5246949460245873,0.9148935417028937,30.79219492827614,0.05049609552601937,140.77108250184898,367.35983588153476,1.0141604379168576,3.4260969416286087,1.0037652213630461,8.586926437157349,0.5378953967511831,1
5.383828903035377,0.764573562090508,0.2902502652941429,48.70656483776017,0.47093791200003693,82.35696977297629,169.6737319984383,1.0234606522989838,2.958075510673061,1.0614293831872763,14.564368916863444,0.85929672896676,0
7.695965338266528,0.28846075807174115,1.328105993891193,22.936185160953865,0.29556131110640094,45.96033005343811,221.60849979723574,1.0304103657595232,3.7507831854774234,1.7404570062528137,11.843278619211189,0.939261418888397,1
11.804928473661551,0.2697285326798341,0.68453822753574,8.21747895478324,0.18514611165338563,12.13909681836068,331.5736886454947,0.9952967906194762,3.6792135431046518,1.3496132319663972,14.65318608884333,0.6911833315140704,2
14.042725325775738,0.23979340228247958,0.729071236655728,1.964218625249893,0.1113617406526496,64.71264879103447,406.27132706328416,1.0182041232395678,2.993948187329838,1.2106632014361336,11.824119012238736,0.7123925861271835,2
10.494413872040234,0.18734016865074848,0.5044895052220888,44.201115911811996,0.3789526813113385,266.6205122462956,261.47734244519404,1.0249845424011765,3.402290671824492,0.30184090589560497,13.485034168010134,0.3520641229684941,1
14.138875099046508,0.9105705780511478,0.38106194713827063,2.7695469563016664,0.5653476799570195,287.22729178816303,153.53614655623971,0.9935929448124424,3.871847206742931,0.4137487123442654,12.552099214032491,0.054820919615151564,1
8.45653751643671,1.214008237231368,0.2655244204402624,32.43391353927115,0.16815303161588757,232.60585323737382,211.76994750552072,1.0107137706639346,2.860965999493428,0.6299191095134791,12.77931691016687,0.8517478234089508,0
7.633133555132395,1.2685503082982843,0.6767416839858875,58.15268581140978,0.5355059288735902,133.96774269715576,382.69479653888766,0.9963172374033407,3.5206248950543277,1.6025094506742457,11.733822579378355,0.11146689265619736,2
8.08660257465931,1.5167672122090992,0.8923871369891089,54.324509024595606,0.40841736876755824,206.76799949118197,245.9035571978931,1.011138972273573,3.527508008952853,0.35607298667833115,13.24066080865461,0.098976772769513,1
5.870090133381699,0.33258854028631335,1.495559636419234,47.50360130659866,0.020010314794947463,238.12417532415532,184.94602703936118,0.9875258206884062,2.8279723897808076,1.606331596388888,11.442538402067267,0.9520806929852922,2
13.832262877472875,0.2834284308332616,0.6672307915151594,56.655758998474646,0.5203656879831472,104.5164096230103,200.17331909709816,1.0254931999319146,3.6321263970778217,1.6903352198955965,13.547059585610855,0.8448809757757997,0
7.8979172355633525,0.7849321689652834,0.5341104314417827,49.397964188354294,0.24744154173428473,52.14011706145918,90.32484204174924,1.029678494668656,2.8382206567263797,1.102698216086838,10.018100919797485,0.3874962842525729,0
10.483677911058285,1.3715112885082252,1.358170168259785,1.7844412544097286,0.51758224226179,47.79556292059101,301.6943121467611,1.0300614777380752,3.0663197434230636,1.8990893894430458,8.303187961889614,0.5675819638137297,1
10.80047276411688,1.2306039108894653,1.1556784823122772,31.323596206079394,0.12878661141178638,166.31680785644082,162.76856060427343,1.0289790365651692,3.909085302405911,1.2867626049130954,9.058587272195775,0.42763585010270944,1
10.110550018707722,0.9172671623282486,0.19054177839959338,1.5570442121412233,0.32118032845464467,18.98201659698514,151.43704033124476,0.9899886482279568,3.649306198626169,1.975735829542745,10.607103599074495,0.6477770243140811,1
3.8325255813492802,0.31517489841160523,1.1741721260029736,36.7905620427099,0.1324301903454055,287.21196425472124,356.67640886023133,1.0022064826159345,3.1926397139435627,1.5683216536091547,14.083522115897072,0.3578342244789231,0
15.758979573322122,0.6668938536585831,1.578995470414081,15.998325678183184,0.3035749849861083,129.63227430059013,256.77160223226,0.9995338910535536,3.2232702015167853,0.304054961636748,14.061769807411153,0.3425299853757101,1
14.75463306550548,1.1590186649821248,0.8253661368614247,29.360215806938808,0.5640388903675033,66.85582676419372,243.4615231407203,1.0119337964339592,2.752156575796543,0.7414761097026655,10.389701022373126,0.47235131697844324,0
6.312393920475527,0.640119027413543,0.814372337939497,13.902099707402808,0.31335472923910873,150.16091783110613,90.1058757175771,1.0348112564522185,2.785903144992404,1.8865626213526165,10.930387014759141,0.5058719546552672,0
7.33912189478834,0.13867902541499305,1.2011341422564799,54.01584334617397,0.6067742646504984,72.63786886882735,344.4932713148527,0.9967942830839561,3.8615156615305204,1.162745713106949,11.786478582585765,0.1807117146154028,0
10.09212285217705,0.9558259416098019,0.3317626167812926,12.617689025286772,0.1720773305197625,178.72315046348018,394.26431319884205,1.0279512843291445,2.8811920301051845,0.5546817689611269,12.589925951232516,0.21564295273320266,0
14.713127609194114,1.160201869539424,0.6092266589528791,21.879172017846095,0.3720409553905256,237.54046383901795,215.35322483594172,1.0055309101966499,3.718105779015457,1.6009972286992065,11.029593492585523,0.2307226610582429,0
15.701933707431852,1.152157237463685,0.5260892818603455,1.5894679090130357,0.59105582359012,122.76684121284686,419.29689945450195,0.9927808888647348,2.856185149758322,1.8202914755760902,12.867126816969108,0.41987650429594703,0
6.916258976264405,0.3272987578020924,1.6531661678958554,20.78486737765368,0.4633407018617475,213.30766432706758,243.93952194424043,1.0056284101505215,3.4630558790815362,0.35151367236999087,11.600765544314966,0.9352198787100311,0
10.628744419389859,0.5839873841059006,0.26828623029506354,2.3105623880346537,0.42552267624197504,171.54471228531955,96.43028789612109,0.9978917432483148,2.9910355751138846,0.5191888896982099,9.17242507278782,0.2554986089813992,1
13.56432107805987,0.6937584384453795,0.2887643264555224,29.93912566268848,0.45620574189588003,49.76961848046645,23.045756826025492,0.9976515180044155,3.9484805611532883,1.3961636512547122,13.816602948309262,0.8193239713138109,0
8.571877652828576,0.7107221190906886,0.7651052776973826,2.357692770692781,0.207861369519602,62.693130980858115,317.5975121253702,1.0383073026054528,3.977941961716782,1.611433246059622,10.79519631044248,0.35921084119858027,2
12.645983733719142,0.2512377342570165,0.4553577513972473,25.90855026575706,0.184011314182563,157.86753513243826,183.66005642168827,1.0026261823426459,3.1951820390903602,0.6788028644094,8.695374806307075,0.41221957528748565,0
5.7489350745935,0.6582972960520322,1.4453243952070833,40.146536887999524,0.0960939850972337,245.53492516836755,380.61621920641204,1.0285806695608757,3.783360612508499,1.4331203146454519,9.589005775505898,0.12452552406202111,1
11.068452670786439,0.8399482798157438,0.7245505207535328,59.933261117338894,0.37222551125913345,128.94422857563993,331.56861241894956,0.9874766417633895,3.102945132273811,0.9196356443189596,11.209362812202873,0.25367422276076634,0
14.276959945469503,1.1458410081745574,1.1369290634569493,36.69866105535292,0.564288346300601,181.227408641587,111.77027701207975,0.9905142513691,3.6915032420729554,1.882469868494525,11.75777101393798,0.5592186582872911,0
15.700611471363025,0.93417153326615,1.3582167158161766,34.183941611061094,0.4694988105511411,219.55245292189315,137.19760867928184,1.0188126928507912,2.9642574881882795,1.5133712942292292,14.223145684062336,0.5149364992793031,1
